id,domain_hint,label,verifier_score,nadir_decision
ead46144-dc41-4e93-8969-4c83d9d80561,accounting_audit,1,0.9999676942825317,cheap
b3eb0412-fbcd-4376-bad4-f8b55aae810f,arc-challenge,1,0.9999752044677734,cheap
003923a7-1c18-4b31-9643-9beea03e66d9,arc-challenge,1,0.9999780654907227,cheap
dcc250ce-c5c3-4e4b-9703-fc33b58d38af,arc-challenge,1,0.9999778270721436,cheap
17c3aa7d-1a2e-41ff-b0a6-f1f1c1b4ec49,arc-challenge,0,0.1519460678100586,expensive
3b5826e7-81ab-46a4-b905-0846536c9cf9,arc-challenge,0,0.31565341353416443,expensive
1b844c45-54cc-497b-8073-3ffae1b7d9c9,arc-challenge,1,0.999976396560669,cheap
23407dbe-62e5-4d5c-8486-eb294cc0c5c8,arc-challenge,0,0.006216029170900583,expensive
75ddb3dd-da0b-47f2-939b-038f53007e30,arc-challenge,1,0.9999762773513794,cheap
2c71bb63-bc2d-4c52-82c4-dee9faaeffed,arc-challenge,1,0.9999644756317139,cheap
09b88b1a-4b47-454b-b354-7785e368dfa7,arc-challenge,1,0.9999706745147705,cheap
f7bfdbc6-f841-4f3a-ba74-33cdd2eda90a,arc-challenge,1,0.9999784231185913,cheap
d33e8670-c052-41df-ab9d-66d6968a972d,arc-challenge,0,0.11649386584758759,expensive
b82654ce-3807-463d-8352-a5411626dfd2,arc-challenge,1,0.9999749660491943,cheap
2e975e2c-5e13-457b-82a6-43b98292f7d8,arc-challenge,1,0.9999749660491943,cheap
684f37c9-7506-4796-8f97-dc4df03a834e,arc-challenge,1,0.9999783039093018,cheap
2859abdc-cdb7-47ac-ae2b-f9ff4f56d0df,arc-challenge,1,0.9999774694442749,cheap
90eac174-3ae1-494b-b375-30169a062db8,arc-challenge,1,0.9999747276306152,cheap
5bd08d4c-f4aa-4fd3-b00b-2e99f6a734f2,arc-challenge,1,0.9999774694442749,cheap
50592698-0deb-4ca9-8188-7c8831ae6dcd,arc-challenge,1,0.31213364005088806,expensive
378f762f-7e2d-44f9-95f5-51169e2e6a6c,arc-challenge,0,0.040048133581876755,expensive
8315271e-ab42-43c5-8f17-19d83a348d3e,arc-challenge,1,0.9999715089797974,cheap
8341cf10-e064-4642-9df1-d376e4e52364,arc-challenge,1,0.9999796152114868,cheap
bcbc5bed-ba0d-4107-a2e3-1008c93e4477,arc-challenge,1,0.9999791383743286,cheap
879d5bb0-602a-43e6-9e31-7c63d7210bd0,arc-challenge,1,0.9999790191650391,cheap
f7f014d7-8df8-440f-92a5-e4dd78ccd70c,arc-challenge,1,0.999976634979248,cheap
3d0ad348-48aa-4ec0-bff4-580639ae1250,arc-challenge,1,0.9999732971191406,cheap
ada6304e-312f-4fa5-a8da-aada58de4366,arc-challenge,1,0.9999772310256958,cheap
6f147a99-e4cd-4eab-936a-5fbeacca531f,arc-challenge,1,0.9999780654907227,cheap
826d4ec3-3ce1-49dd-8c71-ffcfb9491624,arc-challenge,0,0.22488416731357574,expensive
7970c917-ce88-4792-bbcb-bfe009668148,arc-challenge,1,0.9999784231185913,cheap
5828b932-c3df-495c-9053-4d37674a4a8c,arc-challenge,0,0.30369865894317627,expensive
246e1c03-c38a-4249-88cf-bf857748a723,arc-challenge,1,0.9999758005142212,cheap
4ae54617-ecfe-4fa7-9a4e-70cf6a5dd945,arc-challenge,1,0.9999779462814331,cheap
fc872073-121a-4dc8-a478-63ea94d2bca9,arc-challenge,0,0.5547171831130981,expensive
540f4617-0f3e-4fbc-94c7-6a5920823494,arc-challenge,1,0.9999752044677734,cheap
1ec5e2e5-a8c8-47dd-a29a-4272dd9339a0,arc-challenge,1,0.9999724626541138,cheap
13e64b45-6cb6-4906-84b8-e3c2357133ec,arc-challenge,1,0.9999744892120361,cheap
a54d8250-1e69-404a-a6d5-3e9ddb45cf3a,arc-challenge,1,0.9999784231185913,cheap
ed3f48f9-aa0d-403c-8677-12db6fc99d21,arc-challenge,1,0.9999595880508423,cheap
af927800-f316-4c61-9cc5-0e9d950bbf08,arc-challenge,0,0.21647480130195618,expensive
faa0c155-b4de-4e7f-9d42-d854159177ee,arc-challenge,1,0.9999793767929077,cheap
549c17ad-39c3-4709-9bae-e3052274bf00,arc-challenge,1,0.9999734163284302,cheap
c4b422e8-1d62-4b2a-a51a-def6aa49e742,arc-challenge,1,0.9999780654907227,cheap
a266f991-5b57-4962-894c-e91bb2449b8e,arc-challenge,1,0.9999773502349854,cheap
d340a00a-c7c9-41f5-9e96-03b5ddc67bcb,arc-challenge,0,0.734147846698761,expensive
2774ada1-a340-473a-8fc2-e7d62ab092fe,arc-challenge,1,0.9999781847000122,cheap
dd01d997-1399-40db-a6a3-ebfae9b08da6,arc-challenge,1,0.9999791383743286,cheap
53e3f8d4-c670-48cf-800c-f2948aab175e,arc-challenge,1,0.9999761581420898,cheap
98356675-0644-466c-8443-21483c0e13e5,arc-challenge,1,0.9999604225158691,cheap
09c79e7f-ac98-4f78-b337-610ccde09431,arc-challenge,1,0.9999759197235107,cheap
b61a4003-ab4a-42eb-8c4d-45b6fb7c4fdf,arc-challenge,1,0.9999784231185913,cheap
598384c6-9ea4-4434-a5e3-4ab87c97bba3,arc-challenge,1,0.9999769926071167,cheap
f1f2814d-bce4-49b5-a279-a921dd5bf243,arc-challenge,1,0.9999786615371704,cheap
dbefeec0-ae47-4f4e-ac1e-f12be0c1a12f,arc-challenge,1,0.9999769926071167,cheap
e12c9fd5-50df-44b0-a115-8b97e3d2f3e8,arc-challenge,1,0.9999713897705078,cheap
d286c998-a2a9-448f-bf8c-11f6de3ce46e,arc-challenge,1,0.9999785423278809,cheap
164fbf7e-6f8c-410c-9768-9ad1a6325614,arc-challenge,1,0.9999790191650391,cheap
143159b9-32d4-45da-8f9d-a8b59914edfa,arc-challenge,0,0.09960401058197021,expensive
0f0ee3f3-860b-46b0-82fc-592ec6c31b20,arc-challenge,1,0.999976634979248,cheap
967428bb-4c4c-47ec-8ee2-1e7532860fb6,arc-challenge,1,0.9999732971191406,cheap
1b9358f7-9fa5-44c4-a0d7-bc02013bf3e2,arc-challenge,1,0.9999784231185913,cheap
64b7991d-39af-4e42-9f89-88ad324b35ef,arc-challenge,1,0.9999796152114868,cheap
731203be-07f4-4572-83da-162db5b2d245,arc-challenge,1,0.9999780654907227,cheap
93b6c765-a756-4245-bb0c-f389d418e0f1,arc-challenge,1,0.9999781847000122,cheap
bdef04af-1350-47c7-89a3-e78c60782bc4,arc-challenge,1,0.9999793767929077,cheap
c4b0d868-0776-475e-ad5b-b7cfedc85e62,arc-challenge,1,0.9999786615371704,cheap
2c14acf8-9c71-4ea4-827f-680fbcf69625,arc-challenge,0,0.16069884598255157,expensive
3f0077f9-fccb-40b1-8440-e6234cfe1415,arc-challenge,1,0.9999788999557495,cheap
08677f7b-1f54-4d3d-a526-01d2146af090,arc-challenge,1,0.9999793767929077,cheap
9e1593db-c5ca-4f39-9e51-d1e7dd54cfe7,arc-challenge,1,0.9999778270721436,cheap
3fb66f15-416d-40da-b143-900a0155a81e,arc-challenge,0,0.16979777812957764,expensive
a3591a1a-7c37-4da9-a06b-89d1d91c47db,arc-challenge,0,0.07064707577228546,expensive
b9f2f20b-19b5-4fd4-a464-70182b6a776b,arc-challenge,1,0.9999802112579346,cheap
0c5750ce-5946-437b-9839-ef4fe30b3237,arc-challenge,1,0.9999799728393555,cheap
47abf21a-cad4-443a-bd17-479d006d27cd,arc-challenge,1,0.9999783039093018,cheap
2b1d9b71-c2f1-4ba1-bd0d-84d71d8edaff,arc-challenge,1,0.9999791383743286,cheap
1a30d4b4-77f8-4ab2-b84f-94ac68dd3962,arc-challenge,1,0.9999759197235107,cheap
be3592ca-9c30-4dc0-8ba4-64bce43f4dee,arc-challenge,1,0.9999802112579346,cheap
e4d78460-3efb-493d-9126-649675ce1f5c,arc-challenge,1,0.9999786615371704,cheap
ba131a23-ca5d-452f-a0f0-d91e394914f8,arc-challenge,0,0.05106544867157936,expensive
311e7b0a-ef68-4714-8b1e-e3956e6ad0e4,arc-challenge,1,0.9999793767929077,cheap
281fb601-8794-4786-962e-8040cb8e9ec7,arc-challenge,0,0.13492748141288757,expensive
32fbcd3a-887a-4f33-8f71-4289ef1e2558,arc-challenge,1,0.9999781847000122,cheap
f4b940f6-85ba-4a68-839a-6a907fed0bb4,arc-challenge,1,0.9999719858169556,cheap
a6916446-6cdc-41e9-b413-2c977f2662fa,arc-challenge,0,0.07865602523088455,expensive
78e642aa-6726-4822-a961-3354dd2775bf,arc-challenge,1,0.9999773502349854,cheap
fae7393c-8467-413a-899d-64beaebf942c,arc-challenge,1,0.9999750852584839,cheap
26c7a1e2-6aba-4795-a7db-a1fa4d316a4b,arc-challenge,1,0.9999759197235107,cheap
c083e43d-a576-4691-bad5-49bad19fe477,arc-challenge,0,0.12351615726947784,expensive
bb63c1de-a8c8-4859-98dd-d6a97497c2c1,arc-challenge,0,0.16861437261104584,expensive
ff10e4af-545d-4b3b-82bc-48c0c4ff8382,arc-challenge,1,0.9999775886535645,cheap
6b9e5881-2385-450e-b57c-81f09220fff9,arc-challenge,1,0.9999797344207764,cheap
45bbe36d-134a-4de0-aa65-7c8a072b73cd,arc-challenge,1,0.9999771118164062,cheap
26ebd20f-bd65-4da4-b181-d0fcdef22f84,arc-challenge,1,0.9999761581420898,cheap
55d82210-6abe-43ad-83ff-905a8e4087a2,arc-challenge,1,0.9999783039093018,cheap
2435388e-c98e-48b9-b6be-b1909da5dfc0,arc-challenge,1,0.9999774694442749,cheap
f2272cdc-4444-4e5b-985c-0f66a2b72303,arc-challenge,1,0.999977707862854,cheap
ab3533d3-7794-4c54-a036-d7a9d0e66133,arc-challenge,0,0.36639535427093506,expensive
f1aec503-0ed5-408a-be26-938dd83b70d9,arc-challenge,1,0.9999788999557495,cheap
ff13c1eb-4cb8-403c-9e88-f60ab072147a,arc-challenge,0,0.4645169675350189,expensive
16c8c887-569d-49cf-a8e9-57e014fd1888,arc-challenge,1,0.9999769926071167,cheap
0eda03a8-cbb4-4a24-b62a-3666a67a03bb,arc-challenge,1,0.9999786615371704,cheap
8c5154d9-b2c9-48cd-b907-95ed4d139f3a,arc-challenge,0,0.13426528871059418,expensive
11d9b62e-ba36-4e92-a38d-d4d186919ea9,arc-challenge,1,0.9999792575836182,cheap
a9d69a78-1893-40fb-8c6b-121f7adfc69b,arc-challenge,0,0.20196472108364105,expensive
64d52ed8-2ead-4971-b796-40750fa1e1a4,arc-challenge,1,0.9999768733978271,cheap
c6aa4c90-3f31-472f-8d49-00d7d76fc869,arc-challenge,1,0.9999788999557495,cheap
10810b1b-8cb4-407d-ae5e-6fa2997b8d97,arc-challenge,1,0.999976396560669,cheap
b342a5b8-b991-4e8d-8486-b3b5da145b97,arc-challenge,1,0.999976396560669,cheap
f64e66b7-3453-46d7-9854-90c419935f5e,arc-challenge,0,0.07775462418794632,expensive
0df49945-e32e-4ecb-a11f-10f3ee67f9a5,arc-challenge,1,0.9999781847000122,cheap
0ce101aa-a744-4cb6-abb2-ebb8f07b3230,arc-challenge,0,0.6900349855422974,expensive
0114b48d-e4d4-43ea-9362-52aeb3c20387,arc-challenge,1,0.9999783039093018,cheap
a15e3e96-65e1-4456-8a93-e771aa62d3a2,arc-challenge,1,0.9999780654907227,cheap
1adcb96d-d4c7-4a56-84ac-f262e5fee060,arc-challenge,1,0.9999771118164062,cheap
0337c52f-33a8-4eef-a071-14d6a7191ddc,arc-challenge,1,0.9999747276306152,cheap
0ba3020d-699b-474f-a269-3436c9334314,arc-challenge,1,0.9999791383743286,cheap
baf236d4-be5b-4a91-ae86-5205c7efd817,arc-challenge,1,0.9999768733978271,cheap
1e582dfd-68ff-4834-b9ae-10a6242f3bd4,arc-challenge,1,0.9999774694442749,cheap
de8fae34-508e-45b4-a514-23cea3b6ac1b,arc-challenge,1,0.9999769926071167,cheap
ec88aca7-8453-4eb5-adcf-0a00d14f2946,arc-challenge,1,0.99997878074646,cheap
d5e9f097-641f-4fac-b3ca-27736afe1074,arc-challenge,1,0.9999758005142212,cheap
4c77081f-6adc-4104-a796-b88de06efd67,arc-challenge,1,0.9999791383743286,cheap
cf2a9b76-1535-4486-bea6-414dbf29d633,arc-challenge,1,0.999976634979248,cheap
905b48e7-248c-4668-8b4f-fa77e0d892d5,arc-challenge,1,0.9999778270721436,cheap
e8da145f-1685-4c27-ac1a-63b399c8565d,arc-challenge,0,0.1107342466711998,expensive
94520e82-d49b-4116-9a86-3b4ff5bd320c,arc-challenge,0,0.2592933773994446,expensive
3bc2ea2d-dfb0-4009-b316-04eac7913b56,arc-challenge,1,0.9999786615371704,cheap
1a65b346-2a86-422d-aaf2-cc64505a46c9,arc-challenge,1,0.9999774694442749,cheap
bc976b4c-c0d5-4c52-a167-843945e54dd4,arc-challenge,1,0.9999802112579346,cheap
9762fef4-fe7e-46db-b0be-52d0670b7d7a,arc-challenge,1,0.9999769926071167,cheap
b310eae8-7ad0-4c57-81c6-1090effda583,arc-challenge,1,0.999980092048645,cheap
dd05b07a-30b8-44be-a4e8-a5b9fb993326,arc-challenge,1,0.9999815225601196,cheap
76c4505e-b0ef-43dd-a153-d462bb7cd6c5,arc-challenge,1,0.9999792575836182,cheap
b011e087-a884-4e2f-a7ca-cdec2f256319,arc-challenge,1,0.9999772310256958,cheap
850fc946-d981-481d-be1d-7d105485e12d,arc-challenge,1,0.9999748468399048,cheap
01dc0a8c-0c87-4b35-bcfc-5af0eef8baee,arc-challenge,1,0.999977707862854,cheap
e16c9519-67ea-43b1-a2fa-cceb77c5a8db,arc-challenge,1,0.9999784231185913,cheap
2e684de7-acd7-4398-b3b3-69d2d693fe3f,arc-challenge,1,0.999977707862854,cheap
ab52f38b-3dae-469b-941b-1bc5a91309b6,arc-challenge,0,0.27329954504966736,expensive
5484f6ad-cadf-4b59-a396-08ff95992bd2,arc-challenge,1,0.9999767541885376,cheap
8c3be032-e820-4d57-a65d-dc2c45cd0e26,arc-challenge,1,0.9999750852584839,cheap
fb0c610a-fc54-4b22-9500-26fd3bd62fe2,bias_detection,1,0.9993513226509094,cheap
8bac5d76-a985-43cf-8c19-a866fd176697,bias_detection,0,0.23203127086162567,expensive
8709b4eb-062f-405c-b825-b6535b76178b,bias_detection,1,0.9993002414703369,cheap
35a16eed-f213-4b43-bd0a-671c315fd358,bias_detection,0,0.8453075289726257,cheap
526f828f-b600-4561-9e95-553d6a089f49,bias_detection,1,0.6775515675544739,expensive
3ad34304-6321-4663-b29e-1e68e21bcae9,bias_detection,0,0.808310866355896,cheap
b2b5cf4d-0436-4ebc-853f-bc0c5fea7388,bias_detection,0,0.6728932857513428,expensive
57e1c46b-f727-4da0-bf92-1fb8a72ae0a3,bias_detection,0,0.1651652306318283,expensive
ad36f9d5-fab7-4f5d-8f06-4262c18e16e3,bias_detection,0,0.2805057466030121,expensive
c64ae7ae-6e4b-4744-a4f1-f7f74b59f3da,bias_detection,0,0.32058730721473694,expensive
8a77a52e-a785-44da-b344-5ba4074ec747,bias_detection,1,0.499318391084671,expensive
39ee0211-2630-4c54-b0af-38868fa3e91c,bias_detection,0,0.3609641194343567,expensive
b21d5854-d2f2-4d44-b192-b8333b8b9834,bias_detection,1,0.9956498742103577,cheap
4b7a72ae-8598-4720-bf87-b85c161d7038,bias_detection,1,0.9979197382926941,cheap
21f33cdd-9da3-445b-88d8-bc5fec2f7edd,bias_detection,1,0.40790146589279175,expensive
2cad64ad-6658-41fc-a691-f9f73a185f0a,chinese-lantern-riddles,1,0.34196171164512634,expensive
965bfa4d-8619-46f6-883e-756cd586b49e,chinese_hard_translations,1,0.7613764405250549,expensive
2ec6075c-2cb9-45c8-a845-a6c40c43c5d5,chinese_homonym,1,0.9999674558639526,cheap
776ed26b-785e-42ea-8a29-9d1c64abf9ed,chinese_idioms,0,0.6383196711540222,expensive
64606fcd-2b5d-4062-8ac3-9df46846c762,chinese_idioms,1,0.5965672135353088,expensive
74bf22a3-05fe-4238-889d-d08072a66069,chinese_modern_poem_identification,1,0.9817090034484863,cheap
2783db8d-c3e7-421d-8159-d769f70fb03a,chinese_modern_poem_identification,0,0.17534327507019043,expensive
98550a17-5114-421d-b9f7-8536f7e87048,chinese_poem,1,0.21425555646419525,expensive
9935bc48-f9b9-461e-b8f4-1aa04868d6b7,chinese_shi_jing,1,0.9988723397254944,cheap
21321e26-69b0-4397-84e6-505d1ffea2ac,chinese_song_ci,1,0.200535386800766,expensive
c8d324ba-0be2-4a2d-b9b6-750e61b5d194,chinese_tang_poetries,1,0.9999603033065796,cheap
c362f764-0cea-4c06-9266-f212fff2389c,chinese_zodiac,1,0.9999350309371948,cheap
dffcc8fc-f36e-420a-8f2f-3a125203bfdf,chinese_zodiac,0,0.17144298553466797,expensive
3f99513f-1e0c-409b-bd3b-cead07d135b7,chinese_zodiac,0,0.1734384447336197,expensive
57c3550a-9f28-4547-8c3f-49a3dcc33b4f,chinese_zodiac,1,0.41849783062934875,expensive
6dde078c-63d8-454a-9df0-419a862be982,chinese_zodiac,1,0.9998699426651001,cheap
03dce4e8-1cc2-4d73-a066-a3789bae21f0,chinese_zodiac,0,0.19177377223968506,expensive
c3171c36-2009-49d1-bdae-e44b1c241bcc,chinese_zodiac,1,0.9999173879623413,cheap
506c8af3-450f-4669-94ec-57dc9ac16669,chinese_zodiac,1,0.9998505115509033,cheap
706406a8-5ba5-44bf-8e9e-41bf841c5cfb,chinese_zodiac,0,0.2553032338619232,expensive
9cd08432-2703-48f3-9b28-336b87013189,chinese_zodiac,0,0.24538208544254303,expensive
9dd3907f-aec1-47fc-8e00-e90085822092,chinese_zodiac,0,0.24602660536766052,expensive
59e3eb87-bb98-4a0d-8d97-264d07849937,chinese_zodiac,0,0.3309273421764374,expensive
9da87e21-b501-4cea-bbb3-966b2b619e81,chinese_zodiac,0,0.32218244671821594,expensive
0d69620d-b50b-4343-a005-c20870b5d52c,chinese_zodiac,1,0.2379552274942398,expensive
0137b244-7a2f-4ffd-989c-b2068c786927,chinese_zodiac,1,0.9999121427536011,cheap
eaf85d9c-6343-4d3a-9d4d-a365352f3a51,chinese_zodiac,0,0.19878602027893066,expensive
001a1545-dec1-4c49-a5c3-e1ef976d9575,chinese_zodiac,0,0.318019837141037,expensive
c1485e70-f5fa-41d5-be33-2097bf0bf495,chinese_zodiac,0,0.30745068192481995,expensive
f21cac29-e21c-4e1c-85ac-f1c3980cba20,chinese_zodiac,0,0.4367949366569519,expensive
1daa8d67-7113-4c20-b22d-eabd8cfb3f41,chinese_zodiac,0,0.3618582785129547,expensive
f251ceaf-f2ff-468d-aaa0-8bc017515a5c,chinese_zodiac,1,0.28255563974380493,expensive
9e7b154a-7a74-4a8b-a7d8-ed0c552a7104,chinese_zodiac,0,0.2621571719646454,expensive
6b7980b5-59b7-4d00-a107-0d04207162bc,chinese_zodiac,0,0.23042604327201843,expensive
2710ad99-e14a-431f-9869-e4c9882861e9,chinese_zodiac,1,0.9999487400054932,cheap
cae1c921-a9f1-4963-9e5e-05f9e8d38a42,chinese_zodiac,0,0.21666260063648224,expensive
26463578-5a90-4597-909b-ef038535de82,chinese_zodiac,1,0.9999581575393677,cheap
06b88c8a-e17e-4884-aa78-5757805ec665,chinese_zodiac,1,0.999915361404419,cheap
a3e56ef8-98a9-4c15-94ea-5af00899f30f,chinese_zodiac,1,0.9993788003921509,cheap
fc82721f-9041-406f-bb9c-47bacaf2d4ea,chinese_zodiac,0,0.25309228897094727,expensive
091a82fb-f23e-478c-ad8e-0a71fa972039,chinese_zodiac,1,0.9999556541442871,cheap
8fa47069-03e3-473c-b9a7-a43481371ebf,chinese_zodiac,1,0.24306216835975647,expensive
e74881f1-4675-42db-8617-3c7a4d7b5d23,chinese_zodiac,1,0.9999327659606934,cheap
efcb007e-4d55-4a39-b7c5-06990ceb7d28,chinese_zodiac,1,0.9998481273651123,cheap
cff37952-c84b-495f-93a1-3f546eaf1e2d,chinese_zodiac,1,0.9998262524604797,cheap
ddd0cbc0-0b18-4d43-87e9-fa84c19a1d01,chinese_zodiac,1,0.21748077869415283,expensive
c7feee52-bd0d-442b-90d0-333c63373616,chinese_zodiac,0,0.16069526970386505,expensive
18e4601b-3f92-4676-8fe1-f4863a31f822,chinese_zodiac,0,0.248078852891922,expensive
d1ada6f4-42a0-4127-87bc-d40afcde7705,chinese_zodiac,0,0.24847853183746338,expensive
897ea42e-1805-41a7-8c9b-62488d0c3c5e,chinese_zodiac,0,0.18497592210769653,expensive
5724e222-f41b-4f53-b70a-18616c4ae8b8,chinese_zodiac,1,0.9999212026596069,cheap
87801de3-d41c-4bf0-966b-3924cc550c73,chinese_zodiac,1,0.9998779296875,cheap
541c4028-4036-4516-97ea-be9b2f65d9f1,consensus_summary,1,0.9904115796089172,cheap
45da5252-ec25-457a-ad15-b98fbdafbd1b,consensus_summary,1,0.9378147721290588,cheap
fba01937-a95e-401f-a27e-bd3a0d7edb34,consensus_summary,1,0.967155396938324,cheap
017e0408-a611-4d11-9ea3-bf3b6f6460b1,consensus_summary,1,0.9779550433158875,cheap
ce9c3f16-e79e-4f85-970c-1ba7bad77eca,consensus_summary,1,0.8999099731445312,cheap
2e4f2d13-7917-4dfe-8e91-4f0dfc9dca61,consensus_summary,0,0.9995032548904419,cheap
c2db162e-b193-41cd-a4d9-ed6ac9b1212a,consensus_summary,1,0.9308385252952576,cheap
c0d16421-3767-4f4b-b9a7-0c90cd606075,consensus_summary,1,0.9995929598808289,cheap
058874eb-f3dd-4ec4-86ce-7f83f05487d9,consensus_summary,0,0.6928678154945374,expensive
9dae7ce5-6986-433f-93a8-1dcf9683500a,consensus_summary,1,0.4108406603336334,expensive
423a0b80-3641-43ac-9c9a-bf117c8e758f,consensus_summary,1,0.9846169948577881,cheap
bf18c4c3-0879-406c-96b5-e4a14f4aabac,consensus_summary,0,0.9589787125587463,cheap
4edf3733-c023-49e7-bfdc-c92240c815f0,consensus_summary,1,0.9669850468635559,cheap
a6378078-85e0-4d78-9473-dcb2f8c4c142,consensus_summary,1,0.9162411093711853,cheap
17640852-a670-4aa9-aad3-2cdeccf8cd20,consensus_summary,1,0.9732286334037781,cheap
98993c35-e3db-4c6d-8e83-4812b97270a9,consensus_summary,1,0.932388424873352,cheap
c6b40308-7936-48b2-849d-795384ee406e,consensus_summary,1,0.9868137836456299,cheap
b9368047-f771-4cbd-bc80-8d0d330d5e26,consensus_summary,1,0.9115064144134521,cheap
b3b68b9e-8c71-4db2-8e71-78bc03b84f5f,consensus_summary,1,0.9689189791679382,cheap
a012c4a5-fb95-450b-ab4f-c789c82494f4,consensus_summary,1,0.9994145631790161,cheap
3afd3b47-f90b-40b4-bca1-f7a5a9802043,consensus_summary,1,0.39036428928375244,expensive
f75cc70f-bb12-44a7-b6b4-afe5c99ed046,consensus_summary,1,0.9802069067955017,cheap
e65782a4-7aa6-4062-b2a0-ef84eae24a97,consensus_summary,1,0.9607279896736145,cheap
83b5eeaa-b969-4560-bfc0-01825037e4b7,consensus_summary,1,0.9994956254959106,cheap
1a922e35-4418-4482-b0f6-67f130c189c8,consensus_summary,1,0.8989079594612122,cheap
8f9dfc70-8bdb-4844-a354-22fbf739cf20,consensus_summary,1,0.962286651134491,cheap
d6a3906d-2083-4e03-a16e-0262e4f2cbcb,consensus_summary,0,0.6937003135681152,expensive
09edaaab-3159-4645-b12f-f9b8ee5e6ed8,consensus_summary,1,0.9525355100631714,cheap
076fc2a9-de06-4229-8b5a-517fb2398b94,consensus_summary,1,0.9998266100883484,cheap
e9512751-e9ce-42a4-bb43-b7715df3eec7,consensus_summary,1,0.9777073860168457,cheap
ac776d2e-ba5e-4bbc-9b1f-75d48984ccf1,consensus_summary,1,0.9661765694618225,cheap
face6db9-5471-4e97-839e-de069210d037,consensus_summary,1,0.9849392175674438,cheap
8526ed17-3448-4745-b8f7-f66d17a094d0,consensus_summary,1,0.7070696353912354,expensive
c87967da-ce9f-4aaf-b838-755b18178a80,consensus_summary,1,0.999797523021698,cheap
35dfe499-93da-454b-b825-a41637807632,grade-school-math,1,0.9691066145896912,cheap
0c47d73b-2ce8-44ba-b5b7-8810bb42f652,grade-school-math,1,0.9652462601661682,cheap
58b62f1a-460d-4328-98b6-278fe247a998,grade-school-math,1,0.9982744455337524,cheap
8d12b055-fc7c-4f49-9690-27e76e67714f,grade-school-math,1,0.8891314268112183,cheap
257aa674-3796-427a-a0e3-a56bcb44b74d,grade-school-math,0,0.2330556958913803,expensive
d3ded2a6-b78c-4eee-9e17-fa6b8bcb0f6f,grade-school-math,1,0.8912182450294495,cheap
a0b2882a-ea61-4414-8bb8-03e23949158e,grade-school-math,1,0.6481378078460693,expensive
b3a1382f-6a2a-4611-884a-07af9f7d57ca,grade-school-math,1,0.9584137201309204,cheap
98a90008-4356-4ce3-bee9-7a086dae76c0,grade-school-math,1,0.9783645272254944,cheap
2e3aa524-153f-493f-918e-8acd238b6cac,grade-school-math,1,0.9989351630210876,cheap
